,아이디,댓글 내용,댓글 시간
1131,  김수현,ㅋㅋㅋ 이때부터 뉴스채널에서도 제목 어그로 있었네 ㅋㅋㅋㅋㅋㅋㅋ모세의 기적은 무슨... 어디있는데요????? 그냥 양보하고 기다리는거구만 모세의 기적이 뭔지 모르시나????어딜 봐도 슈퍼카가 간다고 차들이 갈라지지는 않는데???? 뉴스공식채널 어그로 수준~,2년 전
1132,  MOA Sul,뭐가싫냐면슈퍼카 조심하는건 이해되는데경차 무시하는게 꼴갖잖음지들이 더 우위라고 생각하나차는 대충타고 그돈모아 아파트 여러개 가지고있는사람도 있는데 겨우 지차가 경차보다우월하다 생각하고 막대하는거 더치졸하고 없어보임인성보인다,4개월 전
1133,  Jindo Dog,왜 이런 실험을 하고 뉴스에 내놓지요? 정확한 실험의 의도가 무엇인가요? 그러니까 서로 비싼 차 사려고 하겠네요.,2년 전
1134,  홍따이여,10초는 오번디,1년 전
1135,  조병덕,완전 촌놈 대표 마인드이런 자들이 없어야돼,1년 전
1136,  사촌간볼빨기,나는 안저런데ㅋㅋ,1년 전
1137,  냉동참치,참 걷모습만보고 행동하는 한국사람....쯧쯧쯧~~~쪽팔린줄 알아야지....지들보다 작다 싶으면 무조건 욕부터하는 인간성들.....운전할때 저러는 놈들천지.....,2년 전
1138,  란스미어ryder,아직도 직우차선 직진하려고 정차하는걸 뭐라하는 사람이 있네 ㅋㅋㅋ 좀 답답하더라도 그게 정석인께 기다리지ㅉㅉ,1년 전
1139,  멍청한사람과싸우지않는사람,한국인들이 그렇지 뭐 ㅎ 안봐도 비디오,2년 전
1140,  W엉덩,수입차 ...음 ..자기들 맘이긴하나 ..도로에 민폐 ..?   국가적으로도 부담 이 큰 물건 사회적으로 ..부담스러운존재 ..부러운게 아니라 솔직히 ..부담스러움,8개월 전
1141,  김흥흥,이것도 실험이라고..ㅉㅉ,2년 전
1142,  푸름,잘못되어 손상이라도 되면 기둥뿌리 뽑아야하니 그렇지요. 그렇지 않다면야 수입차? 개뿔.지잘난맛으로 타는거지 뭐,8개월 전(수정됨)
1143,  후니,끝에 포터 차빼는 ㅈㄹ,1년 전
1144,  AOW,이게 왜 뉴스냐,1년 전
1145,  규규,국민성ᆢ,1년 전
1146,  바르게살자,조금이라도 더 슈퍼카를 구경하려고 가다려 준건 아닐까?,1년 전
1147,  TV PS,내 주차한차 아줌마가 박았는데 1600만원 처리 한거로 알아요. 아줌마 나도 기분이 좋지 않아요. 운전좀 조심히 해요.,1년 전
1148,  위치추적,한국인들은 참.부끄럽지도 않냐?,7개월 전
1149,  Yeong Gyo Jeong,폼잡고 있네 한국 도로서 슈퍼카 탈곳이 어딧노.,1년 전
1150,  jungmin lee,뻔한 반응..,9개월 전
1151,  망망.,앙기모뛰,1년 전
1152,  김명수,왜 왜,1년 전
1153,  삐약삐약탱구,차빼~~~~,5개월 전
1154,  김개똥벌래,개짓거리법바꿔라그냥한국차값으로계산해라,1년 전
1155,  놀면뭐하니,자만은 금물 ㅋㅋ 수입차 아작나고 돈 1원도 못받는 사례 많으니 참고하시고 수입차주분들 안전운전들하쇼.특히 촉법소년이 무면허에 집에서 내놓은 상태고 집안이 가난하다? 수입차주분 ㅈ되는거임 1원도 못받아 ㅋㅋ,1년 전
1156,  김준서,차빼~~~~,8개월 전
1157,  걍루뷔,참 뉴스프로가  할짓거리 종나없네,2년 전
1158,  박영수,드러워서 수입차타는게 서울사람들 ㅋㅋ,1년 전
1159,  박신영,말도 안돼는 소리 좀 하지마세요 운전경력 30 년 짜집기 편집으로 오해하게 하지 마세요 앞에 슈펴카 안가면 내려서 욕합니다,1년 전
1160,  Hey Ya,포터야 추하다,1년 전
1161,  kimp k,경차는 도로위의 노비네 차라리 자전거나 리어카가 더 대우받는것 같다,2년 전(수정됨)
1162,  라니Youtube,차별이누,1년 전
1163,  classic,차 빼.ㅡ,1년 전
1164,  조형석,차만좋으면 뭐.  인성은 개거시기인듯,1년 전
1165,  Harrison Lee,한심하다 한국교통문화. 이러니 한국이 카푸어천국이라네.,3개월 전
1166,  파란하늘,참 할 일없다,9개월 전
1167,  박재호,스스로 거지  근성을  가진  천박한  시민의식이다 ㆍ,3개월 전
1168,  Js B,돈없고 가난한 놈들이 경차를 더무시해 쯧쯧 ㅋㅋ,9개월 전
1169,  time Math,0:47 계속눌러보셈,1년 전
1170,  경민석,YTN 할일 없나요? 왜 이런 실험을 하시는지?이미 예전에 다 나왔던 내용인데...,8개월 전
1171,  탐&와우,세금많이 내자나,1년 전
1172,  Blue Wave,슈퍼카는 무슨? 슈퍼맨이 배달하는 차냐? 그냥 비싼차라고 하면 되지.,2년 전
1173,  sd h,차로갑질하시네,11개월 전
1174,  조병덕,촌 놈은 촌놈 짓만 하는군,9개월 전
1175,  조달리자,쓸떼없는  실험하고 있네,1년 전
1176,  와꾸대장이기영,수입차 개거품,1년 전
1177,  E. NYC,별 미친 짓을 다하네! 차로 사람 평가하고 목숨거는 마인드. 한심하다.,2년 전
1178,  정래선,ㅎㅎㅎ호,4개월 전
1179,  대한민국,저.비싼차.분명히.ㅡ돈있는.사람이아닐거야.ㅡ저차.중고..샀을거다..요즘.중고시장가면.진짜.괞찮고.비싼차..저렴하게.살수.있거든.ㅡ내.아는.지인도.중고차.4년.탄차.수입차.3억짜리.4천.5백에.샀다든데.,1년 전
1180,  김햇살,모세의기적은 어디?제목으로 구라쳐서 조회수 늘리나?,2년 전
1181,  달봉-,무식하다 무식해,1년 전
1182,  김창수,이런보도가 더 부정적이야 보도할걸 해야지정서를 더 부정적으로 만드네,2개월 전
1183,  EXALTATION,할짓도 읎다,2년 전
1184,  손태홍,아직도 경차를 돈없어서 타는차로 인식하는 자체가 모지리들임세컨카로 시내돌아다닐라고타는사람이 얼마나 많은데때돈버는 강남부자 수준 아니면고급차 키로수많으면  감가커서보여줄일 없으면 안타고다녀요,4개월 전
1185,  수연낙명,언제 뉴스인가 봤더니 박근혜 때네..  박근혜 시절에는 이런 뉴스가 아무렇지 않았지..,1년 전
1186,  OK R,자본주의 사회에서 당연한걸ㅋㅋㅋㅋㅋ,2년 전
1187,  오밥,할짓이 없나보네 이딴거나 실험처하고 방송 내고잇고,1년 전
1188,  백두산,짜증나구만,1년 전
1189,  Zard,차빼~ ㅋ 먼데,1년 전
1190,  메요 미,아파트 1채가 돌아다니는데 안무섭겠냐? ㅋ이딴걸 뉴스라 만들었냐?,11개월 전(수정됨)
1191,  소나무,억대치곤 몬생긴건 어쩔??,7개월 전
1192,  아자!아자!,제목이 왜 이래,1년 전
1193,  Hoon Kang,이딴걸 왜 하는겨,8개월 전
1194,  준수,이런 싯팔,1년 전
1195,  Ok마린푸우,뭐한짓이냐 일부러 길막고 안가고 ?  경적은 뒷차운전자 마음이지 차하고 뭔상관,2년 전
1196,  곡관영,4년전 꺼지만 내용 ㅈㄴ 유치하다ㅋㅋㅋ,2년 전
1197,  ljh629431,수퍼카고 뭐고50톤나가는 50억짜리 전차 한대 등장하면 수퍼카도 깨갱이다!ㅎ^^;,1년 전
1198,  DK KHAN,이런 쓸데없는 기사쓰지말아라,1년 전
1199,  바우와우,허세국민이니,5개월 전
1200,  푸우,국민성 참 안좋네,7개월 전
1201,  씨앗,차빼엥ㄱ,1년 전
1202,  한승지,"아니난,,이해못해,저놈의차을끌고나온놈한데,,너가,,돈이만아서,,타고나온 차을,,접촉사고나도난돈못무러줘,,왜너돈으로고쳐서타고다녀,,뭘무서워해요,,법도봐꿔야지,,벌벌떨지마",1년 전
1203,  웃음꽃,그래서 어쩌라고?,1년 전
1204,  신데렐라,한국인 수준!,2년 전
1205,  Ryan Chrissy,걍 경차 인식도 안좋지 ; 영업사원많지 여성운전자많지 사고블랙박스 엄청많이보는데 경차 쓰레기운전 존나많음 아무거나 틀어봐 경차무조건나옴 ㅋㅋ,6개월 전
1206,  뭉댕,그래서 어쩌라고?,1년 전
1207,  Yu Piao,모세의 기적 좋아하고 자빠졌네!,1년 전
1208,  Rachel Kim,참 기사거리 없다 ㅋㅋ 그래도 너희가  저널리스트냐 참 저렴하다 ㅋㅋ,2개월 전
1209,  kjm,요즘 좋은차들많아서 저차가 5억인지 5천인지 모르는데 무슨 또 모세  그리고 이런 기사좀내지마라 기사거리 졸라없나보내,8개월 전
1210,  Dae-Ki Kang,"경차건 슈퍼차건 양보해야지.경상도 남자들 참 웃기는 게, 외제차 양보 안하고 빵빵거리는 게 무슨 자랑임.정말 이상한 놈들.",1년 전
1211,  닉네임,십초?,11개월 전
1212,  Maranatha J,탱크나 장갑차 타고 일반 도로나오면 차들은 근처도 못오더라고요  5억이 넘는 차 타고 왜 밖으로 나올까요?  그래도 탱크나 각종 기갑차량들은 국토를 수호하기 위해 밖으로 나온다지만  비싼 외제차는  돈 자랑할려고 기어나오나요? 고급외제차 도로 주행에 대한 특별법 만들어 도로에서 갑질하지 못하게 해야 공정한 사회가 되지 않을까요?,1년 전(수정됨)
1213,  권성준,외제차 부추기는 뉴스인가!!할부금내고 라면 먹고 수입차타는것도 본인 자유이지만 법과 자유를 똑같이 적용받는 도로에서양카가 무슨 대접받는차인마냥 호들값떠는 꼴은 속빈강정!!꼴이다,1년 전
1214,  강마루,그 차가 긴급자동차 라도 되나요 주변 차들이 잘못아라도 했나요? 개똥같은 소리,1년 전(수정됨)
1215,  박드롱,진자 국민 수준 떨어진다,3개월 전
1216,  JC Globalsourcing,방송의도가 먼데??그러니까.. 시사토론에서 슈퍼카 수리비 문제를 집중토론해서 이만큼 어마어마 하게 수리비 예상되니 근처에 얼씬도 하지말고 도로 양보해라... 이런 의도로 방송하는거임???점점 부유층 세상 만들고 있네. 평민은 옆에서 쭈그리고 있어라?? 이말임?물렀거라 대감마님 납신다~~,2년 전
1217,"  Tk ,Arm forever bends inward,i don't know k group",한국 그룹 몸조심하세요 병합하시겠습니까? Twice tzuyu?,11개월 전
1218,  칵테일마스터,그래서 어쩌라고,1년 전
1219,  영원한방랑자,참 공중파방송국에서 할일도없으십니다,7개월 전
1220,  씽크굿,할일이그렇게없냐?그것도뉴스라고,3개월 전
1221,  연화대,여보세요 비싼차 사라고 부추기지 마시고요 어려운 시국아님니까  일본보세요 수입차 보기힘들어요 근성을 닮아야 될거같아요,1년 전
1222,  로널드스피어스,한국인,2년 전
1223,  커뮤니티,미개 ㅋ,1년 전
1224,  한번하고,어그로 돈자랑,1년 전
1225,  camel,한국인 인성을 보여주는 뉴스,1년 전
1226,  사과블록스,댓글 5555개,1년 전
1227,  EYE,풉,2년 전
1228,  바지사장X파일,민폐차야~~~끄지삼,1년 전
1229,  깔대기,헛짓하고 있네,2년 전
1230,  부평구,쓸데없는 기사......,2년 전
1231,  대나무,우리나라 사람들의   인간성이 다보인다. 인간성보소그래서  일본사람들이  더 인간성 좋다니까,11개월 전(수정됨)
1232,  대끼리,ㅆㅂㄹ,1년 전
1233,  Jang jorim,2021?,1년 전
1234,  siwoo,네,1년 전
1235,  siwoo,네,1년 전
1236,  Asian Sensation,cha ppae~,2년 전
1237,  349 LKDEIUR,경차 = 아줌마일 확률이 높음..답답해죽어,8개월 전
1238,  siwoo,안녕하세요,1년 전
1239,  siwoo,안녕하세요,1년 전
1240,  공백,차를 머리에 이고 신처럼 모시는 한국인들 자동차는 그냥 이동수단일뿐인데 ~ 에효,11개월 전
1241,  단광환david,놀고있네 .모세의 기적은 개뿔자기 갈길가면되지.,2년 전
1242,  Hhggj scs,아니 위험하게 차도에서 이상항거 실험하지마라 아무리 실적때문이라도 적당한걸 알아야지,2년 전
1243,  민족중흥,모지리 뉴스,2년 전
1244,  J Leee,근데 이게 뉴스감이야? 진짜? 뉴스가 있는넘 없는넘 다르다라고 그리고 없으면 권리도 없는것처럼 참....잘헌다....있는넘이나 없는넘 다 같에야 하는ㄱㅓ 아니니? 한류의 반짝으로 착각하지마라 아직 멀었으니....한류빼고 나라 걱정된다 쯧쯧쯧,1년 전
1245,  단광환david,"놀고있네,5억차가 가건.경차가 가건상과안함.가는길가면되지.",11개월 전
1246,  으음,제목이랑 영상이랑 따로노네살포시 싫어요 박고갑니다,2년 전
1247,  FT Kins,이런걸 자꾸 올리니 점점 눈들만 높아지고 경차 무시하지,2년 전
1248,  미소 짓는너,음,2년 전
1249,  돌햄찌,홍로,1년 전
1250,  중암전,똥이 무서워서피하누.....  더러워서피하지.....,1년 전
1251,  문다운,이게 기사냐~~,2년 전
1252,  정유 김,예수께서.이르시되.내가.곧.길이요.진리요.생명이니.나로.말미암지.않고는.아버지께로.올자가.없느니라.,8개월 전
1253,  민트초코,응 주작,2년 전
1254,  정유 김,예수믿으면.천국.안믿으면.지옥.,8개월 전
1255,  나를두고,에휴  돈이 있는자들의 횡포지요 나도비싼차타면 어쩔란가원!!,11개월 전
1256,  큰입tv [Big mouth.tv],내가 젤 싫어하는 차 슈퍼카 사람 여럿이 놀러 가야 하는데  않을 자리가 비좁다? 왜? 비싼지 모름ㅎ자고로 큰 차가 좋음 ㅋ 노 이해  ㅋㅋ 그것도 겁나 비쌈,2년 전
1257,  단광환david,놀고있네.운전히면서  .슈퍼카인지 똥차인지.관심없다,1년 전
1258,  김혜진,별 거지같은걸 찍네!!인간이되라!!!사람이 타는 차는 차일뿐!!!사람위에 차가있는게 아니다!!인간들아!!!!,1년 전
1259,  아뀨멍,나도남자지만 여자운전자들 좀답답하다고 험하게하지말자 배려그거힘든것도아닌데,1년 전
1260,  바람구름,Gr,1년 전
1261,  정유 김,태초에.하나님이.천지를.창조하시니라.예수믿으세요.,8개월 전
1262,  그때 그G친다,너무 주작냄새가 난다 YTN 그래도 뉴스에선 메이커라고 생각했는데 주작이 아니라면 너무 유치찬란한 취재? 기사?를 섰네요 에휴~~  월급은 꼬박꼬박 받겠죠?,2년 전
